,ï»¿ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
1949,,did isaac newton die in 1898,no,easy,easy,S10_set4_a1,Isaac_Newton
1950,,who became a professor of physics at the royal school in como,volta,,hard,S10_set4_a10,Alessandro_Volta
1951,,when did tesla receive his last patent,1928,medium,medium,S10_set4_a3,Nikola_Tesla
1952,Singapore,when was lee kuan yew prime minister of singapore,1959,hard,medium,S08_set2_a2,
1953,,is diglossia a common feature in mainland china and taiwan,yes diglossia is a common feature in mainland china and taiwan,easy,easy,S10_set5_a7,Chinese_language
1954,,how old was henri becquerel when he died,53,,too hard,S09_set4_a9,Henri_Becquerel
1955,,do all eels live in fresh water,no,hard,hard,S10_set1_a8,Eel
1956,,are more residents employed by small businesses than in 1977,no,hard,hard,S10_set3_a8,San_Francisco
1957,,was coulomb born in angoulãªme france to a well to do family,yes,,easy,S09_set4_a6,Charles-Augustin_de_Coulomb
1958,James_Monroe,what dwindled and eventually died out starting with the hartford convention,the federalist party,,easy,S08_set3_a2,
1959,,founded by tsar peter i of russia on 27 may 1703 was it the capital of the russian empire for more than two hundred years 1713  1728 1732  1918,yes,,easy,S10_set3_a10,Saint_Petersburg
1960,,where is the james watt memorial college,in greenock,medium,medium,S10_set4_a2,James_Watt
1961,,what are the names of a pianos pedals,piano pedals from left to right una corda sostenuto and damper,hard,medium,S10_set2_a1,Piano
1962,turtle,do sea turtles lay eggs on dry sandy beaches,yes,easy,easy,S08_set1_a9,
1963,Qatar,do nearly all qataris profess islam,yes,easy,easy,S08_set2_a3,
1964,,what is the name of a university or similar institution for imparting higher education in beijing,tsinghua university,,hard,S09_set3_a7,Beijing
1965,beetle,is a beetles general anatomy uniform,yes,easy,easy,S08_set1_a8,
1966,,what was henri becquerels profession,physisist,,easy,S09_set4_a9,Henri_Becquerel
1967,\n,hard,hard,S08_set3_a10,,,
1968,Amedeo_Avogadro,who graduated in ecclesiastical law at the early age of 20 and began to practice,blah,,easy,S08_set4_a8,
1969,,are trumpets constructed of brass,yes,easy,easy,S09_set2_a3,Trumpet
1970,elephant,how many species of african elephants have been proposed,three,hard,hard,S08_set1_a5,
1971,,is it a disadvantage for something to be unsafe to handle,yes,hard,too hard,S09_set4_a10,Alessandro_Volta
1972,,is one of the best known impressionist works renoirs 1876 dance at le moulin de la galette,yes,,easy,S10_set6_a5,Pierre-Auguste_Renoir
1973,,where are lobsters found,in all oceans,medium,medium,S10_set1_a5,Lobster
1974,,is there a becquerel crater on the moon for radioactivity,yes,,easy,S09_set4_a9,Henri_Becquerel
1975,,is santiago the national capital of a country,yes,,easy,S09_set3_a6,Santiago
1976,James_Monroe,did monroe wedding happen at the trinity church in new york,yes,hard,too hard,S08_set3_a2,
1977,,how many years ago was the luther bible by martin luther printed,475,,hard,S09_set5_a2,German_language
1978,,in what year did the spanish establish a fort at the golden gate and a mission named for francis of assisi on the site,in 1776 the spanish established a fort at the golden gate and a mission named for francis of assisi on the site,,medium,S10_set3_a8,San_Francisco
1979,,do drums consist of at least eight membranes,no,easy,easy,S10_set2_a4,Drum
1980,,did the modern hihat evolve from clash cymbals,yes,easy,medium,S09_set2_a6,Cymbal
1981,turtle,are turtles pets,yes,easy,medium,S08_set1_a9,
1982,,was he a member of the royal superior council on public instruction,yes  avogadro was a member of the royal superior council on public instruction,easy,easy,S10_set4_a8,Amedeo_Avogadro
1983,,what is a colectivo,automobiles that renders express service on some major roads of the lima metropolitan area,medium,medium,S09_set3_a4,Lima
1984,Indonesia,is pencak silat an indonesian martial art,yes,,easy,S08_set2_a10,
1985,James_Monroe,what did james monroes letters not contain,no letters survive in which he might have discussed his religious beliefs,hard,hard,S08_set3_a2,
1986,,when did berlin give up its status as a free hanseatic city,in 1451 berlin gave up its status as a free hanseatic city,medium,medium,S10_set3_a1,Berlin
1987,,what are the most common cymbals,hihats crash splash ride and china,medium,easy,S09_set2_a6,Cymbal
1988,,regarding this topic what did the revolution do,the revolution caused coulomb to resign his appointment as intendent des eaux et fontains and retire,,too hard,S10_set4_a6,Charles-Augustin_de_Coulomb
1989,,can turtles spend all their time underwater,no,hard,too hard,S09_set1_a9,Turtle
1990,,how long have people been making instruments like violins,since ancient times,hard,hard,S09_set2_a2,Violin
1991,,what is the largest primarily frenchspeaking city in the western world,the largest primarily frenchspeaking city in the western world is paris,hard,hard,S10_set3_a7,Montreal
1992,,what religion holds majority in melbourne,christian,hard,hard,S10_set3_a2,Melbourne
1993,beetle,are beetles endopterygotes,yes,easy,easy,S08_set1_a8,
1994,,for how many years did alessandro volta live,53,,medium,S09_set4_a10,Alessandro_Volta
1995,Ulysses_S._Grant,grant was elected president as a republican in what year,1868,,medium,S08_set3_a5,
1996,James_Monroe,who did james monroe marry,elizabeth kortright,medium,medium,S08_set3_a2,
1997,,when did written vietnamese become the official administrative language,vietnamese became the official administrative language by the 20th century,medium,medium,S10_set5_a10,Vietnamese_language
1998,beetle,what happened on plants and fungi,they are food to beetles,,hard,S08_set1_a8,
1999,James_Watt,was watt ranked 22nd in michael h hart s list of the most influential figures in history,yes,,easy,S08_set4_a2,
2000,Singapore,which nation invaded singapore during world war ii,during world war ii the imperial japanese army invaded malaya culminating in the battle of singapore,medium,medium,S08_set2_a2,
2001,Uruguay,what has uruguay done to be competitive in agriculture,labeling as natural or ecological,hard,too hard,S08_set2_a9,
2002,Liechtenstein,how many municipalities are within oberland,6,hard,too hard,S08_set2_a1,
2003,,was the pan flute used in greece,yes,easy,easy,S10_set2_a5,Flute
2004,,how many years ago was the lima stock exchange the most profitable in the world,three,,hard,S09_set3_a4,Lima
2005,,does the australian black swan have white feathers on its wings,yes,easy,medium,S09_set1_a10,Swan
2006,Uruguay,how do india and latin america relate,uruguay exports architectural services to india and latin america,,hard,S08_set2_a9,
2007,otter,is it true that otters eat a variety of fish,yes,,medium,S08_set1_a7,
2008,Millard_Fillmore,was fillmore one of the founders of the university of buffalo,yes,,easy,S08_set3_a3,
2009,,did faraday receive an extensive formal education,no,easy,medium,S09_set4_a7,Michael_Faraday
2010,,where is amedeo avogadro from,italy,,hard,S09_set4_a8,Amedeo_Avogadro
2011,Egypt,what is the estimated population of egypt,78 million,hard,hard,S08_set2_a6,
2012,,give an example of the many sukarno era monuments in the city,the west irian liberation statue is one of the many sukarno era monuments in the city,,medium,S10_set3_a5,Jakarta
2013,leopard,what resembles that of the similarlysized cougar in the americas,the leopards ecological role,,medium,S08_set1_a2,
2014,,where is harvesting wild turtles legal,florida,medium,easy,S09_set1_a9,Turtle
2015,,when did he die,1908,medium,medium,S10_set4_a9,Henri_Becquerel
2016,Abraham_Lincoln,did lincoln start his political career in 1832,yes,easy,easy,S08_set3_a4,
2017,,does a classical lyre have a fingerboard,yes,hard,hard,S09_set2_a10,Lyre
2018,,is coulomb distinguished in the history  of mechanics  and  of electricity and  magnetism,yes,,easy,S09_set4_a6,Charles-Augustin_de_Coulomb
2019,,how many municipalities does antwerp have,none antwerp is a municipality,hard,medium,S10_set3_a4,Antwerp
2020,,what contributes to frequent flooding in jakarta,jakarta lies on a plain eight meters approximately eight meters above the sea level,hard,medium,S10_set3_a5,Jakarta
2021,penguin,how are isabelline penguins different from most penguins,because they are born with brown rather than black plumage,hard,hard,S08_set1_a3,
2022,,is french descendant of the latin language,yes,,easy,S09_set5_a5,French_language
2023,,what is a trumpet constructed of,brass tubing bent twice into an oblong shape,medium,medium,S10_set2_a3,Trumpet
2024,,how many different names did chinese writings give to the panda,20,medium,hard,S10_set1_a4,Giant_Panda
2025,otter,how many species of otter are there,13,medium,easy,S08_set1_a7,
2026,Woodrow_Wilson,did the us join the league of nations,no,easy,easy,S08_set3_a8,
2027,Ghana,who is the head of state of ghana,john agyekum kufuor,medium,medium,S08_set2_a5,
2028,,are upright pianos called vertical pianos,yes,easy,medium,S10_set2_a1,Piano
2029,Grover_Cleveland,what did cleveland die from,a heart attack,medium,easy,S08_set3_a6,
2030,,in what language was his 1811 paper published,french,hard,hard,S10_set4_a8,Amedeo_Avogadro
2031,,who did newton see as the master creator,god,medium,medium,S09_set4_a1,Isaac_Newton
2032,,where is the city of antwerp,antwerp is in belgium,medium,medium,S10_set3_a4,Antwerp
2033,,over how many languages are spoken in london,over 300 languages are spoken in london,medium,medium,S09_set3_a1,London
2034,penguin,how tall were the tallest prehistoric penguins,180 meters,medium,medium,S08_set1_a3,
2035,,what is the official name of jakarta,daerah khusus,medium,easy,S10_set3_a5,Jakarta
2036,,what percentage of the words in turkish vocabulary have turkish origins,86 of the turkish vocabulary have turkish origins,medium,hard,S10_set5_a8,Turkish_language
2037,duck,where did the expression a sitting duck come from,in many areas wild ducks of various species including ducks farmed and released into the wild are hunted for food or sport by shooting or formerly by decoys,hard,hard,S08_set1_a10,
2038,turtle,what is the smallest suborder of turtles,pleurodira,hard,medium,S08_set1_a9,
2039,,what was built to play in both b and a keys,piccolo trumpets,hard,medium,S10_set2_a3,Trumpet
2040,,did charlesaugustin de coulomb find any relationship between electric charges and magnetic poles,no,easy,easy,S09_set4_a6,Charles-Augustin_de_Coulomb
2041,otter,what drives sea otter almost to extinction,sea otters have some 200000 hairs per square cm of skin a rich fur for which humans hunted them almost to extinction,hard,medium,S08_set1_a7,
2042,Millard_Fillmore,did webster write i can now sleep of nights,yes,easy,easy,S08_set3_a3,
2043,,what important electrical unit was named in honor of volta,volt,medium,medium,S09_set4_a10,Alessandro_Volta
2044,duck,what unrelated water birds are ducks sometimes confused with,loons or divers grebes gallinules and coots,medium,medium,S08_set1_a10,
2045,,how many civilians died in the 1998 us embassy bombing,over two hundred,hard,hard,S10_set3_a9,Nairobi
2046,,have cymbals been used historically to suggest bacchanal,yes,easy,hard,S09_set2_a6,Cymbal
2047,,what will a giraffe use to clean off any bugs that appear on its face,extremely long tongue,medium,medium,S09_set1_a5,Giraffe
2048,,what did alessandro volta invent in 1800,voltaic pile,medium,medium,S10_set4_a10,Alessandro_Volta
2049,,what was alessandro voltas profession,physisist,,easy,S09_set4_a10,Alessandro_Volta
2050,,how long is an adult cougars paw print,an adult cougars paw print is approximately 10 cm 4 inches long,medium,medium,S10_set1_a2,Cougar
2051,,what important electrical unit was named in honor of volta,the volt,medium,medium,S09_set4_a10,Alessandro_Volta
2052,Uruguay,what are poor neighborhoods called informally,cantegriles,hard,hard,S08_set2_a9,
2053,,wasnt michelangelo a homosexual,it is not clear,,too hard,S10_set6_a2,Michelangelo
2054,,is lyre played in mordern greece,no,easy,easy,S09_set2_a10,Lyre
2055,,was charlesaugustin de coulombs fathers family in montpellier,yes,easy,easy,S09_set4_a6,Charles-Augustin_de_Coulomb
2056,Millard_Fillmore,was millard fillmore born on january 7 1800,yes,easy,easy,S08_set3_a3,
2057,Gerald_Ford,was ford active about vietnamese affairs,yes,hard,too hard,S08_set3_a10,
2058,,when did the tin whistle first appear,12th century,medium,medium,S09_set2_a5,Flute
2059,,in 1949 where did communist forces enter without a fight,beiping,medium,medium,S09_set3_a7,Beijing
2060,Singapore,how many people use the bus network daily,278 million people,medium,medium,S08_set2_a2,
2061,Egypt,what is the poulation of egypt,more than 78 million,medium,easy,S08_set2_a6,
2062,Canada,what percentage of the population dont speak english or french at home,28,hard,too hard,S08_set2_a8,
2063,,how many swedish speakers were reported in canada in 2001,16915,medium,medium,S10_set5_a9,Swedish_language
2064,kangaroo,are wild kangaroos shot for meat,yes,easy,easy,S08_set1_a1,
